    Energy      s          Int(s)         px           py           pz           p          Int(p)       dx2-y2        dz2          dyz          dxz          dxy           d          Int(d)       total      Int(total) 
  -25.5000  9.13159E-05  2.62059E-05  7.86728E-05  7.86728E-05  7.86728E-05  2.36018E-04  7.69664E-05  2.08657E-04  2.08657E-04  2.18270E-04  2.18270E-04  2.18270E-04  1.07212E-03  3.01592E-04  1.39946E-03  4.04764E-04
  -25.4000  9.21577E-05  2.68832E-05  7.88936E-05  7.88936E-05  7.88936E-05  2.36681E-04  7.87060E-05  2.10492E-04  2.10492E-04  2.20338E-04  2.20338E-04  2.20338E-04  1.08200E-03  3.09545E-04  1.41084E-03  4.15134E-04
  -25.3000  9.30206E-05  2.75669E-05  7.91228E-05  7.91228E-05  7.91228E-05  2.37368E-04  8.04506E-05  2.12353E-04  2.12353E-04  2.22441E-04  2.22441E-04  2.22441E-04  1.09203E-03  3.17571E-04  1.42242E-03  4.25588E-04
  -25.2000  9.39056E-05  2.82571E-05  7.93607E-05  7.93607E-05  7.93607E-05  2.38082E-04  8.22005E-05  2.14240E-04  2.14240E-04  2.24577E-04  2.24577E-04  2.24577E-04  1.10221E-03  3.25672E-04  1.43420E-03  4.36130E-04
  -25.1000  9.48134E-05  2.89540E-05  7.96076E-05  7.96076E-05  7.96076E-05  2.38823E-04  8.39558E-05  2.16153E-04  2.16153E-04  2.26749E-04  2.26749E-04  2.26749E-04  1.11255E-03  3.33849E-04  1.44619E-03  4.46759E-04
  -25.0000  9.57446E-05  2.96577E-05  7.98636E-05  7.98636E-05  7.98636E-05  2.39591E-04  8.57167E-05  2.18092E-04  2.18092E-04  2.28956E-04  2.28956E-04  2.28956E-04  1.12305E-03  3.42103E-04  1.45839E-03  4.57478E-04
  -24.9000  9.67010E-05  3.03684E-05  8.01293E-05  8.01293E-05  8.01293E-05  2.40388E-04  8.74835E-05  2.20059E-04  2.20059E-04  2.31200E-04  2.31200E-04  2.31200E-04  1.13372E-03  3.50436E-04  1.47081E-03  4.68288E-04
  -24.8000  9.76834E-05  3.10864E-05  8.04051E-05  8.04051E-05  8.04051E-05  2.41215E-04  8.92564E-05  2.22055E-04  2.22055E-04  2.33482E-04  2.33482E-04  2.33482E-04  1.14456E-03  3.58848E-04  1.48345E-03  4.79191E-04
  -24.7000  9.86927E-05  3.18117E-05  8.06913E-05  8.06913E-05  8.06913E-05  2.42074E-04  9.10357E-05  2.24078E-04  2.24078E-04  2.35803E-04  2.35803E-04  2.35803E-04  1.15557E-03  3.67342E-04  1.49633E-03  4.90189E-04
  -24.6000  9.97304E-05  3.25447E-05  8.09883E-05  8.09883E-05  8.09883E-05  2.42965E-04  9.28214E-05  2.26131E-04  2.26131E-04  2.38164E-04  2.38164E-04  2.38164E-04  1.16675E-03  3.75917E-04  1.50945E-03  5.01283E-04
  -24.5000  1.00798E-04  3.32856E-05  8.12966E-05  8.12966E-05  8.12966E-05  2.43890E-04  9.46140E-05  2.28214E-04  2.28214E-04  2.40566E-04  2.40566E-04  2.40566E-04  1.17813E-03  3.84576E-04  1.52281E-03  5.12476E-04
  -24.4000  1.01896E-04  3.40345E-05  8.16167E-05  8.16167E-05  8.16167E-05  2.44850E-04  9.64136E-05  2.30327E-04  2.30327E-04  2.43011E-04  2.43011E-04  2.43011E-04  1.18969E-03  3.93320E-04  1.53643E-03  5.23768E-04
  -24.3000  1.03027E-04  3.47918E-05  8.19488E-05  8.19488E-05  8.19488E-05  2.45846E-04  9.82205E-05  2.32470E-04  2.32470E-04  2.45499E-04  2.45499E-04  2.45499E-04  1.20144E-03  4.02151E-04  1.55031E-03  5.35163E-04
  -24.2000  1.04191E-04  3.55575E-05  8.22935E-05  8.22935E-05  8.22935E-05  2.46881E-04  1.00035E-04  2.34645E-04  2.34645E-04  2.48032E-04  2.48032E-04  2.48032E-04  1.21338E-03  4.11069E-04  1.56446E-03  5.46661E-04
  -24.1000  1.05391E-04  3.63322E-05  8.26514E-05  8.26514E-05  8.26514E-05  2.47954E-04  1.01857E-04  2.36852E-04  2.36852E-04  2.50610E-04  2.50610E-04  2.50610E-04  1.22553E-03  4.20076E-04  1.57888E-03  5.58266E-04
  -24.0000  1.06627E-04  3.71158E-05  8.30230E-05  8.30230E-05  8.30230E-05  2.49069E-04  1.03688E-04  2.39092E-04  2.39092E-04  2.53236E-04  2.53236E-04  2.53236E-04  1.23789E-03  4.29175E-04  1.59359E-03  5.69979E-04
  -23.9000  1.07902E-04  3.79089E-05  8.34089E-05  8.34089E-05  8.34089E-05  2.50227E-04  1.05527E-04  2.41365E-04  2.41365E-04  2.55910E-04  2.55910E-04  2.55910E-04  1.25046E-03  4.38365E-04  1.60859E-03  5.81802E-04
  -23.8000  1.09218E-04  3.87116E-05  8.38096E-05  8.38096E-05  8.38096E-05  2.51429E-04  1.07375E-04  2.43672E-04  2.43672E-04  2.58635E-04  2.58635E-04  2.58635E-04  1.26325E-03  4.47650E-04  1.62390E-03  5.93737E-04
  -23.7000  1.10576E-04  3.95244E-05  8.42260E-05  8.42260E-05  8.42260E-05  2.52678E-04  1.09232E-04  2.46014E-04  2.46014E-04  2.61411E-04  2.61411E-04  2.61411E-04  1.27626E-03  4.57030E-04  1.63952E-03  6.05787E-04
  -23.6000  1.11978E-04  4.03474E-05  8.46585E-05  8.46585E-05  8.46585E-05  2.53975E-04  1.11099E-04  2.48391E-04  2.48391E-04  2.64240E-04  2.64240E-04  2.64240E-04  1.28950E-03  4.66508E-04  1.65546E-03  6.17955E-04
  -23.5000  1.13428E-04  4.11811E-05  8.51081E-05  8.51081E-05  8.51081E-05  2.55324E-04  1.12976E-04  2.50804E-04  2.50804E-04  2.67124E-04  2.67124E-04  2.67124E-04  1.30298E-03  4.76085E-04  1.67173E-03  6.30242E-04
  -23.4000  1.14927E-04  4.20258E-05  8.55757E-05  8.55757E-05  8.55757E-05  2.56727E-04  1.14863E-04  2.53254E-04  2.53254E-04  2.70065E-04  2.70065E-04  2.70065E-04  1.31670E-03  4.85762E-04  1.68836E-03  6.42651E-04
  -23.3000  1.16479E-04  4.28819E-05  8.60622E-05  8.60622E-05  8.60622E-05  2.58186E-04  1.16760E-04  2.55741E-04  2.55741E-04  2.73065E-04  2.73065E-04  2.73065E-04  1.33068E-03  4.95543E-04  1.70534E-03  6.55185E-04
  -23.2000  1.18086E-04  4.37498E-05  8.65687E-05  8.65687E-05  8.65687E-05  2.59706E-04  1.18669E-04  2.58267E-04  2.58267E-04  2.76125E-04  2.76125E-04  2.76125E-04  1.34491E-03  5.05428E-04  1.72270E-03  6.67846E-04
  -23.1000  1.19752E-04  4.46299E-05  8.70959E-05  8.70959E-05  8.70959E-05  2.61288E-04  1.20589E-04  2.60832E-04  2.60832E-04  2.79248E-04  2.79248E-04  2.79248E-04  1.35941E-03  5.15419E-04  1.74045E-03  6.80639E-04
  -23.0000  1.21479E-04  4.55228E-05  8.76449E-05  8.76449E-05  8.76449E-05  2.62935E-04  1.22522E-04  2.63438E-04  2.63438E-04  2.82437E-04  2.82437E-04  2.82437E-04  1.37419E-03  5.25519E-04  1.75860E-03  6.93564E-04
  -22.9000  1.23270E-04  4.64288E-05  8.82168E-05  8.82168E-05  8.82168E-05  2.64650E-04  1.24467E-04  2.66084E-04  2.66084E-04  2.85692E-04  2.85692E-04  2.85692E-04  1.38924E-03  5.35730E-04  1.77717E-03  7.06626E-04
